id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl,image_filename
1386,144 TC Queen Bedsheet Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15648128/2022/3/14/f8a0ff07-b3f5-41cc-b83b-a88d00160bfc1647260279631HomeSizzlerYellowCartoonCharacterprinted144TC1QueenBedsheetw1.jpg",-,479.0,1199.0,4.1,616,60,Home Sizzler,https://www.myntra.com/bedsheets/home-sizzler/home-sizzler-yellow-cartoon-character-printed-144-tc-1-queen-bedsheet-with-2-pillow-covers/15648128/buy,144_TC_Queen_Bedsheet_Set_1385.jpg
1387,220 TC King 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14073986/2021/4/30/734c4a78-b384-4402-a13c-bd269b1bce721619753594886-DREAM-WEAVERZ-Pink--Brown-Ethnic-Motifs-300-TC-Cotton-1-King-1.jpg",-,571.0,2599.0,4.2,231,78,DREAM WEAVERZ,https://www.myntra.com/bedsheets/dream-weaverz/dream-weaverz-pink--brown-ethnic-motifs-glazed-cotton-220-tc-king-bedsheet-with-2-pillow-covers/14073986/buy,220_TC_King_2_Pillow_Covers_1386.jpg
1388,144 TC 1 King Bedsheet with 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13782454/2021/11/12/4bd93aad-ebf4-4148-80d6-8cd5ba70c7de1636714205118FloridaBlueLavenderFloral144TCPolycotton1KingBedsheetwith2Pi1.jpg",-,494.0,1499.0,4.0,2400,67,Florida,https://www.myntra.com/bedsheets/florida/florida-blue--lavender-floral-144-tc-polycotton-1-king-bedsheet-with-2-pillow-covers/13782454/buy,144_TC_1_King_Bedsheet_with_2_Pillow_Covers_1387.jpg
1389,120 TC Queen 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20035684/2022/9/17/333244af-cfee-49ca-bd1c-1c2da04f7ab41663355040882SangriaUnisexOrangeBedsheets1.jpg",-,699.0,1999.0,0.0,0,65,Sangria,https://www.myntra.com/bedsheets/sangria/sangria--floral-120-tc-queen-bedsheet-with-2-pillow-covers/20035684/buy,120_TC_Queen_2_Pillow_Covers_1388.jpg
1390,600 TC King Superfine Bedsheet with 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22852016/2023/4/21/71abee8a-f50e-4d6b-abe7-e5d94fe2cdf71682091175772Bedsheets1.jpg",-,2399.0,6299.0,0.0,0,3900,Gulaab Jaipur,https://www.myntra.com/bedsheets/gulaab-jaipur/gulaab-jaipur-white--red-floral-cotton-flat-600-tc-king-bedsheet-with-2-pillow-covers/22852016/buy,600_TC_King_Superfine_Bedsheet_with_2_Pillow_Covers_1389.jpg
1391,Grey 240 TC 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15668402/2022/12/15/71c7484e-4d2f-43d6-bc32-025a9cec9c121671073501795DREAMWEAVERZGrey240TCFloralDoubleBedsheetwith2PillowCovers1.jpg",-,519.0,2599.0,4.1,104,80,DREAM WEAVERZ,https://www.myntra.com/bedsheets/dream-weaverz/dream-weaverz-grey-240-tc-floral-double-bedsheet-with-2-pillow-covers/15668402/buy,Grey_240_TC_2_Pillow_Covers_1390.jpg
1392,210 TC Queen & 2 Pillow Cover,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17713268/2022/3/31/4c3eec69-fd6b-49ee-be10-a2612373ab471648750177682HomeSizzlerUnisexGreyBedsheets1.jpg",-,479.0,1199.0,4.2,55,60,Home Sizzler,https://www.myntra.com/bedsheets/home-sizzler/home-sizzler-purple-geometric-210-tc-cotton-1-double-queen-bedsheet-with-2-pillow-covers/17713268/buy,210_TC_Queen___2_Pillow_Cover_1391.jpg
1393,Bedsheet with 1 Pillow Cover,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17520918/2022/3/14/628ee4cd-7677-4418-9bd8-799917e94bf01647268022452HomeSizzlerUnisexYellowBedsheets1.jpg",-,319.0,799.0,4.1,334,60,Home Sizzler,https://www.myntra.com/bedsheets/home-sizzler/home-sizzler-yellow--orange-cartoon-characters-210-tc-single-bedsheet-with-1-pillow-covers/17520918/buy,Bedsheet_with_1_Pillow_Cover_1392.jpg
1394,Printed 152 TC Cotton 110 GSM Micro-Peached King Bedsheet With 2 Pillow Cover,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/12/3ae8de3c-b35b-4afb-9b57-2ee4788fbc0a1610430080190-1.jpg",-,749.0,1499.0,4.1,713,50,BIANCA,https://www.myntra.com/bedsheets/bianca/bianca-blue--green-floral-printed-152-tc-cotton-110-gsm-micro-peached-king-bedsheet-with-2-pillow-cover/13416764/buy,Printed_152_TC_Cotton_110_GSM_Micro-Peached_King_Bedsheet_With_2_Pillow_Cover_1393.jpg
1395,Double King Bedding Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15659726/2021/9/28/e0f98f17-49e5-469d-99f6-06af0da9b0eb1632825713227BIANCAUnisexKhakiFloral1.jpg",-,2249.0,4999.0,4.4,178,55,BIANCA,https://www.myntra.com/bedding-set/bianca/bianca-mauve--white-geometric-printed-cotton-150-gsm-double-king-bedding-set/15659726/buy,Double_King_Bedding_Set_1394.jpg
1396,Queen Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22009854/2023/2/16/5b588ff7-d52d-48a4-a65d-44165daa3b601676560664343Bedsheets1.jpg",-,449.0,2499.0,4.0,12,82,CHHAVI INDIA,https://www.myntra.com/bedsheets/chhavi-india/chhavi-india-brown--beige-floral-210-tc-flat-queen-bedsheet-with-2-pillow-covers/22009854/buy,Queen_Bedsheet___Pillow_Covers_1395.jpg
1397,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21013630/2022/12/1/0de41021-81c0-4ff7-9bb0-5adfd1e0e8171669891844827KingSizeCottonBedsheetwith2PillowCover1.jpg",-,999.0,2499.0,4.2,5,1500,Sangria,https://www.myntra.com/bedsheets/sangria/sangria-white--brown-geometric-printed-160-tc-cotton-king-bedsheet-with-2-pillow-covers/21013630/buy,King_Bedsheet___Pillow_Covers_1396.jpg
1398,220 TC Queen 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17517358/2022/3/14/ad31e193-95da-4d9d-8324-939ca2bed1721647262431757DREAMWEAVERZUnisexPeachBedsheets1.jpg",-,519.0,2599.0,4.1,85,80,DREAM WEAVERZ,https://www.myntra.com/bedsheets/dream-weaverz/dream-weaverz-peach-coloured--yellow-floral-glazed-cotton220-tc-queen-bedsheet-with-2-pillow-covers/17517358/buy,220_TC_Queen_2_Pillow_Covers_1397.jpg
1399,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22090392/2023/2/23/88c9d9b0-d8c1-46a5-9378-3eda321ed5321677129385350Bedsheets1.jpg",-,439.0,1999.0,4.8,8,78,Florida,https://www.myntra.com/bedsheets/florida/florida-reeva-off-white--green-floral-180-tc-fitted-king-bedsheet-with-2-pillow-covers/22090392/buy,King_Bedsheet___Pillow_Covers_1398.jpg
1400,144 TC Cotton Double Bedsheet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1868471/2022/3/14/3a336598-7559-4e4e-b1c7-c8bdc85d3d1a1647261430079HomeEcstasyGreen104TCCottonDoubleBedsheetwith2PillowCovers1.jpg",-,639.0,1599.0,4.3,1200,60,Home Ecstasy,https://www.myntra.com/bedsheets/home-ecstasy/home-ecstasy-green-144-tc-queen-bedsheet-with-2-pillow-covers/1868471/buy,144_TC_Cotton_Double_Bedsheet_1399.jpg
1401,Crochet Pure Cotton Door Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21937292/2023/2/11/4ce337d5-7bc9-4a5e-9035-0c2139718f1d1676104305902CottonBathMats1.jpg",-,449.0,999.0,0.0,0,55,HABERE INDIA,https://www.myntra.com/doormats/habere-india/habere-india-grey-crochet-pure-cotton-door-mat/21937292/buy,Crochet_Pure_Cotton_Door_Mat_1400.jpg
1402,Printed Anti-Skid Floor Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22025486/2023/2/17/31e4f8c4-3668-4d13-ade3-fb62dabed0e81676638836684BlueWhiteAnti-skidFloorRunner1.jpg",-,999.0,1999.0,0.0,0,50,Story@home,https://www.myntra.com/carpets/storyhome/storyhome-blue--white-printed-anti-skid-floor-carpet/22025486/buy,Printed_Anti-Skid_Floor_Carpet_1401.jpg
1403,Artificial Grass Floor Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18898408/2022/6/29/03fdb5eb-2dcf-4ef1-84a6-3a6cbc8f7ec11656504515363Runners1.jpg",-,5899.0,5899.0,0.0,0,0,LUXEHOME INTERNATIONAL,https://www.myntra.com/floor-mats--dhurries/luxehome-international/luxehome-international-green-anti-skid-uv-resistant-artificial-grass-floor-mat/18898408/buy,Artificial_Grass_Floor_Mat_1402.jpg
1404,Floral Printed Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20156018/2022/9/24/46311c56-063d-4b6c-aefc-7c510932c5541664018426795DDecorRedFloralLargeRug-PALMA-470033-AF9911.jpg",-,29900.0,29900.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-palma-floral-printed-carpet/20156018/buy,Floral_Printed_Carpet_1403.jpg
1405,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10428118/2021/4/8/c2c60331-f5d7-4373-9d0d-f53ebcfef31f1617867425192StatusMulticolouredPrintedPolyesterAnti-SkidVintagePersianCa1.jpg",-,1399.0,4999.0,4.0,57,72,Status,https://www.myntra.com/carpets/status/status-multicoloured-printed-polyester-anti-skid-vintage-persian-carpet/10428118/buy,Printed_Anti-Skid_Carpet_1404.jpg
1406,Striped Anti-Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18810592/2022/6/21/2cda324b-50d4-4e5d-a07b-bcb76e496f541655829027631Doormats1.jpg",-,1039.0,1299.0,4.4,76,20,LUXEHOME INTERNATIONAL,https://www.myntra.com/doormats/luxehome-international/luxehome-international-teal-green-striped-anti-skid-1700gsm-doormats/18810592/buy,Striped_Anti-Skid_Doormats_1405.jpg
1407,Anti-Skid Outdoor Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15023390/2021/8/4/606e1f21-47c0-43ad-b06e-134d707912171628066630836ObsessionsVeronaOutdoorMat58X88cmBH027_Multicolor1.jpg",-,2070.0,2300.0,4.6,15,10,OBSESSIONS,https://www.myntra.com/doormats/obsessions/obsessions-multicoloured-printed-verona-anti-skid-outdoor-mat/15023390/buy,Anti-Skid_Outdoor_Mat_1406.jpg
1408,Digital Printed Floor Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664336/2022/8/26/74a927aa-055c-42d6-a946-089f5c7451d91661510402187URBANSPACEBeigeColoredDigitalPrintedFloorCarpets1.jpg",-,1879.0,3999.0,0.0,0,53,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-multicolor-digital-printed-floor-carpet/19664336/buy,Digital_Printed_Floor_Carpet_1407.jpg
1409,Printed Traditional Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18366244/2022/5/21/38e88b72-780b-4a4c-b579-0b114485e3db1653121613603Ddecor-EthnicMotifs-Multi-Medium-RUG-HIGHFIELD-1330-OV1-X-M1.jpg",-,14400.0,14400.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-multicoloured-ethnic-motifs-printed-traditional-carpet/18366244/buy,Printed_Traditional_Carpet_1408.jpg
1410,Geometric Printed Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664334/2022/8/26/98e08b6f-b450-4181-b2af-0719cea3d9051661506920739URBANSPACEBeigeRedPrintedCarpets1.jpg",-,3244.0,5499.0,0.0,0,41,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-multicolor-geometric-printed-carpet/19664334/buy,Geometric_Printed_Carpet_1409.jpg
1411,Woven Jute Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17589476/2022/3/21/5e006af2-b598-40dd-ba37-1d880f658c9f1647838113899HABEREINDIABeigeHandWovenJuteCarpet1.jpg",-,1499.0,4999.0,0.0,0,70,HABERE INDIA,https://www.myntra.com/carpets/habere-india/habere-india-beige-woven-jute-carpet/17589476/buy,Woven_Jute_Carpet_1410.jpg
1412,Plain Rectangular Rug,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20155950/2022/9/24/3b6019ed-62b0-420a-87c3-71470bda50951664017661844DDecorOrangePlainSmallRug-ONYX-71441-121.jpg",-,6450.0,6450.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-orange-plain-small-onyx-rug/20155950/buy,Plain_Rectangular_Rug_1411.jpg
1413,Striped 1700 GSM Microfibre Doormat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18810596/2022/6/21/66ff47b3-bf9a-4b22-8b8c-c156223e9ed01655819373340LUXEHOMEINTERNATIONALBrownStriped1700GSMMicrofibreDoormat1.jpg",-,1039.0,1299.0,4.6,19,20,LUXEHOME INTERNATIONAL,https://www.myntra.com/doormats/luxehome-international/luxehome-international-brown-striped-1700-gsm-microfibre-doormat/18810596/buy,Striped_1700_GSM_Microfibre_Doormat_1412.jpg
1414,Geometric Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14853368/2021/7/16/20cf670e-2651-4937-9f0a-dfc13003106b1626429239029Carpets1.jpg",-,6150.0,6150.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-beige-geometric-carpet/14853368/buy,Geometric_Carpet_1413.jpg
1415,Braided Jute Circular Door Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21297528/2022/12/24/ffe7ae97-7b94-4f4b-8665-5a58c9a40d611671859153050Carpets1.jpg",-,405.0,699.0,5.0,5,42,Kuber Industries,https://www.myntra.com/carpets/kuber-industries/kuber-industries-brown--maroon-braided-jute-circular-door-mat/21297528/buy,Braided_Jute_Circular_Door_Mat_1414.jpg
1416,Geometric Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/10/21e5850b-f192-45d5-8c87-035cfad282ba1615390589508-1.jpg",-,1889.0,2999.0,4.6,9,37,Athom Trendz,https://www.myntra.com/carpets/athom-trendz/athom-trendz-brown--beige-geometric-printed-anti-skid-carpet/13850286/buy,Geometric_Printed_Anti-Skid_Carpet_1415.jpg
1417,Geometric Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18557052/2022/6/2/ecd56b38-97a4-457a-85cf-d24cb9f3e8371654167304861DdecorLivebeautiful-BLACK-Polypropylene-Medium-RUG-PRISMA1.jpg",-,7250.0,7250.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-grey--beige-geometric-carpet/18557052/buy,Geometric_Carpet_1416.jpg
1418,Geometric Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14987920/2021/7/30/3751b619-3ae7-4ba6-a58b-9d58bfcf92711627662575929Carpets1.jpg",-,7199.0,11999.0,0.0,0,40,Saral Home,https://www.myntra.com/carpets/saral-home/saral-home-blue--off-white-geometric-cotton-carpet/14987920/buy,Geometric_Cotton_Carpet_1417.jpg
1419,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/10/0aa151fc-fb25-4747-acf8-f27b80654e761615393571560-1.jpg",-,2719.0,3999.0,4.9,11,32,Athom Trendz,https://www.myntra.com/carpets/athom-trendz/athom-trendz-multicoloured-geometric-printed-anti-skid-carpet/13850290/buy,Printed_Anti-Skid_Carpet_1418.jpg
1420,Solid Modern Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14876828/2021/7/20/1d3adfe7-875a-4ff7-a92c-942a81b525611626778177943Carpets1.jpg",-,5399.0,5999.0,0.0,0,10,Saral Home,https://www.myntra.com/carpets/saral-home/saral-home-grey-solid-modern-carpet/14876828/buy,Solid_Modern_Carpet_1419.jpg
1421,Bohemian Printed Carpets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19490902/2022/8/13/3943c22d-cb81-44ae-9ecc-527d54831a111660379833714URBANSPACECreamColoredBlueBohemianPrintedCarpets1.jpg",-,1287.0,2799.0,0.0,0,54,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-cream-colored--blue-bohemian-printed-cotton-carpets/19490902/buy,Bohemian_Printed_Carpets_1420.jpg
1422,Abstract Printed Small Rug Carpets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18557238/2022/6/2/63013958-9785-4853-a7ae-d8a8693c0fd31654160263069DdecorLivebeautiful-MULTI-Polypropylene-Small-RUG-AUSTIN1.jpg",-,5250.0,5250.0,0.0,0,0,DDecor,https://www.myntra.com/carpets/ddecor/ddecor-grey--blue-abstract-printed-small-rug-carpets/18557238/buy,Abstract_Printed_Small_Rug_Carpets_1421.jpg
1423,Shaggy Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19551456/2022/8/18/a93ff81c-3a40-4854-996c-bc2e9c498ebe1660826024402Carpets1.jpg",-,3119.0,5199.0,0.0,0,40,Nautica,https://www.myntra.com/carpets/nautica/nautica-camel-brown-shaggy-anti-skid-carpet/19551456/buy,Shaggy_Anti-Skid_Carpet_1422.jpg
1424,Solid Cotton Shaggy Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14876762/2022/3/11/150110ce-5bc2-43bb-9a95-45e69815f6341646968697500SaralHomeCream-ColouredSolidCottonShaggyCarpet1.jpg",-,6749.0,8999.0,0.0,0,25,Saral Home,https://www.myntra.com/carpets/saral-home/saral-home-cream-coloured-solid-cotton-shaggy-carpet/14876762/buy,Solid_Cotton_Shaggy_Carpet_1423.jpg
1425,Geometric Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14987844/2022/3/11/fda4e78e-1186-4bcb-b422-45c6bb9d54321646969160879SaralHomeBlueBeigeGeometricCarpet1.jpg",-,5249.0,6999.0,3.9,8,25,Saral Home,https://www.myntra.com/carpets/saral-home/saral-home-blue--beige-geometric-carpet/14987844/buy,Geometric_Carpet_1424.jpg
1426,Solid Handmade Round Jute Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17174326/2022/2/16/0d6c3edf-2b89-4081-b41e-f7189142c57e1645009366307Handwovenjutecarpetrugs4X41.jpg",-,1699.0,4999.0,4.1,15,3300,HABERE INDIA,https://www.myntra.com/carpets/habere-india/habere-india-yellow-solid-anti-skid-handmade-round-jute-carpet/17174326/buy,Solid_Handmade_Round_Jute_Carpet_1425.jpg
1427,Printed Floor Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21814672/2023/2/2/cdccb0ba-877a-46be-a1da-34120a0075971675343102436BathRugs1.jpg",-,4999.0,9999.0,0.0,0,50,Trident,https://www.myntra.com/floor-mats--dhurries/trident/trident-brown--black-printed-floor-mat/21814672/buy,Printed_Floor_Mat_1426.jpg
1428,Solid Rectangular Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17174352/2022/2/16/61ec5502-376b-4692-92d2-42a3ee58d5221645008945591Handwovenjutecarpetrugs4X61.jpg",-,2499.0,7999.0,4.2,13,5500,HABERE INDIA,https://www.myntra.com/carpets/habere-india/habere-india-beige-solid-rectangular-carpet/17174352/buy,Solid_Rectangular_Carpet_1427.jpg
1429,Set Of 2 Printed Anti-Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16415346/2021/12/7/fa63b43c-4dc4-4c4d-bcf2-f933fb6b29ab16388899581202UnitsDoormatsEco1.jpg",-,529.0,999.0,3.2,59,47,Story@home,https://www.myntra.com/doormats/storyhome/storyhome-set-of-2-printed-anti-skid-doormats/16415346/buy,Set_Of_2_Printed_Anti-Skid_Doormats_1428.jpg
1430,Printed Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22326876/2023/3/14/c396af11-7033-47fe-9127-861236ed6be31678792891724RustWhiteColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-rust-brown--white-rectangular-printed-cotton-carpet/22326876/buy,Printed_Cotton_Carpet_1429.jpg
1431,Self-Design Solid  Doormat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18620120/2022/6/4/aa54d120-9e85-4796-9a30-fd406d904c6f1654343955033Doormats1.jpg",-,214.0,498.0,4.2,45,57,Cortina,https://www.myntra.com/doormats/cortina/cortina-beige-self-design-solid-doormat/18620120/buy,Self-Design_Solid__Doormat_1430.jpg
1432,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664344/2022/8/26/bf12661b-36e6-41f1-a655-b546cf5824161661512146939URBANSPACERedBluePrintedCarpets1.jpg",-,2364.0,5499.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-red--blue-bohemian-printed-anti-skid-carpet/19664344/buy,Printed_Anti-Skid_Carpet_1431.jpg
1433,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10428070/2019/10/22/a8ade0b1-8b85-4138-b974-24337ac280121571745528646-Status-Multicoloured-Printed-Polyester-Anti-Skid-Carpet-6361-1.jpg",-,1959.0,6999.0,4.1,93,72,Status,https://www.myntra.com/carpets/status/status-multicoloured-printed-polyester-anti-skid-carpet/10428070/buy,Printed_Anti-Skid_Carpet_1432.jpg
1434,Floral Printed 3000 GSM Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20822744/2022/11/19/6692e300-3f77-4ace-b0c0-0e97dda92eb31668836088595BathRugs1.jpg",-,5579.0,8999.0,0.0,0,38,Trident,https://www.myntra.com/carpets/trident/trident-floral-printed-100-wool-with-cotton-backing-3000-gsm-carpet/20822744/buy,Floral_Printed_3000_GSM_Carpet_1433.jpg
1435,Set of 3 Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17346206/2022/3/2/fb56ee60-3e08-4489-a3cc-9520028d32321646194359828AthomLivingBoxitUpPremiumAntiSlipPrintedDoormatRunnerCarpetS1.jpg",-,4288.0,6597.0,0.0,0,35,Athom Trendz,https://www.myntra.com/carpets/athom-trendz/athom-brown-set-of-3-printed-anti-slip-carpet-set/17346206/buy,Set_of_3_Carpet_1434.jpg
1436,Block Printed Cotton Floor Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22297742/2023/3/11/debe63cd-c125-4570-a006-81ce44d48c331678533196338PinkWhiteColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-pink--white-block-printed-cotton-floor-carpet/22297742/buy,Block_Printed_Cotton_Floor_Carpet_1435.jpg
1437,Bohemian Printed Rectangular Anti-Skid Carpets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664362/2022/8/26/5d7f1c73-f62f-4947-a837-8f913cbc66d31661508844285URBANSPACENavyBlueBohemianPrintedRectangularAnti-SkidCarpets1.jpg",-,816.0,1899.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-navy-blue-bohemian-printed-rectangular-anti-skid-carpets/19664362/buy,Bohemian_Printed_Rectangular_Anti-Skid_Carpets_1436.jpg
1438,3 Velvet Anti-Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15816270/2021/10/14/e4f3363b-c042-4969-8df3-77a41f7a0a231634215568849KuberIndustriesPackOf3MaroonSolidVelvetAnti-SkidDoormat2.jpg",-,1511.0,3599.0,4.6,12,58,Kuber Industries,https://www.myntra.com/doormats/kuber-industries/kuber-industries-pack-of-3-maroon-textured-velvet-anti-skid-doormat/15816270/buy,3_Velvet_Anti-Skid_Doormats_1437.jpg
1439,Printed Anti-Skid Doormat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/5/76d60f0e-fda8-4f24-9417-c0f8e6fc8b001609824193589-1.jpg",-,899.0,1499.0,3.8,43,40,SWHF,https://www.myntra.com/doormats/swhf/swhf-multicoloured-printed-anti-skid-doormat/13359438/buy,Printed_Anti-Skid_Doormat_1438.jpg
1440,Anti Skid Doormat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17907912/2022/4/18/4a67aac0-d059-4868-b9b6-44dfc492ec131650263025041Doormats1.jpg",-,1039.0,1299.0,5.0,6,20,LUXEHOME INTERNATIONAL,https://www.myntra.com/doormats/luxehome-international/luxehome-international-green-anti-skid-doormat-/17907912/buy,Anti_Skid_Doormat_1439.jpg
1441,Printed Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19490912/2022/8/12/4f6e66bf-002b-489b-b7df-dc7db8b41af71660310902448Carpets1.jpg",-,1799.0,3999.0,4.6,7,55,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-cream-cream-coloured-printed-cotton-carpet/19490912/buy,Printed_Cotton_Carpet_1440.jpg
